mls_number,city,address,postal_code,price,price_numeric,property_type,building_type,bedrooms,bathrooms,size_interior,size_exterior,lot_size,year_built,parking_type,parking_spaces,ownership_type,heating_type,cooling_type,basement_type,agent_name,brokerage,time_on_realtor,annual_tax,tax_account_id,assessed_value_2025,assessed_value_2026,taxable_assessment_2025,taxable_assessment_2026,tax_municipal_2025,tax_municipal_2026,tax_education_2025,tax_education_2026,tax_library_2025,tax_library_2026,tax_total_2025,tax_total_2026,tax_property_class,tax_property_type,tax_lot_size_sqft,tax_ward,tax_valuation_approach
SK008618,Regina,"1157 Cameron STREET|Regina, Saskatchewan S4T2S9",S4T2S9,"$105,000",105000,"Single Family",House,2,1,"852 sqft",,"3124 sqft",1965,"None, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Partially finished)","Thomas (Tom) Wong","Century 21 Dome Realty Inc.",,"$1,176 (CAD)",10026241,90400,90400,72300,72300,703.38,780.05,308.72,308.72,63.21,69.12,1176.31,1258.89,"Residential (100.00%)",Residential,3124,8,"Direct Sales"
SK025365,Regina,"70 Gore PLACE|Regina, Saskatchewan S4T7S4",S4T7S4,"$104,900",104900,"Single Family",Apartment,1,1,"699 sqft",,,1979,"Other, Parking Space(s) (1)",1,Condominium/Strata,"Forced air, (Natural gas)","Wall unit",,"Chantell Weisbrod","eXp Realty",,"$1,098 (CAD)",10059230,122500,122500,98000,98000,953.41,1057.34,418.46,418.45,85.68,93.70,1457.55,1569.49,"Condominium (100.00%)",Multi-Family,0,9,"Direct Sales"
SK024961,Regina,"2234 Winnipeg STREET|Regina, Saskatchewan S4P1H1",S4P1H1,"$104,900",104900,"Single Family",House,1,1,"600 sqft",,"2128 sqft",1913,"Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,Full,"Corrine Boivin-Englund","RE/MAX Crown Real Estate",,"$1,312 (CAD)",10038222,101800,101800,81400,81400,791.92,878.24,347.57,347.57,71.17,77.82,1311.66,1404.63,"Residential (100.00%)",Residential,2128,6,"Direct Sales"
SK029010,Regina,"B 64 Nollet AVENUE|Regina, Saskatchewan S4T7P9",S4T7P9,"$104,900",104900,"Single Family",Apartment,1,1,"698 sqft",,,1977,"None, Parking Space(s) (1)",1,Condominium/Strata,"Baseboard heaters, Hot Water","Wall unit",,"Rick Miron","RE/MAX Crown Real Estate","11 hours ago",,10059171,89800,89800,71800,71800,698.52,774.66,306.58,306.58,62.78,68.65,1067.88,1149.89,"Condominium (100.00%)",Multi-Family,0,9,"Direct Sales"
SK028782,Regina,"702 Princess STREET|Regina, Saskatchewan S4T3X7",S4T3X7,"$104,900",104900,"Single Family",House,2,1,"616 sqft",,"4167 sqft",1952,"Parking Space(s) (3)",3,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Adrienne Heron","Century 21 Dome Realty Inc.","3 days ago","$877 (CAD)",10020626,61100,61100,48800,48800,474.76,526.51,208.37,208.37,42.67,46.65,877.30,933.03,"Residential (100.00%)",Residential,4687,8,"Direct Sales"
SK014865,Regina,"11 35 Centennial STREET|Regina, Saskatchewan S4S6P8",S4S6P8,"$99,900",99900,"Single Family",Apartment,2,1,"909 sqft",,0.00,1976,"Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water","Wall unit, Window air conditioner",,"Sam (Samirkumar) Patel","Royal LePage Next Level",,"$1,026 (CAD)",10063569,86300,86300,69000,69000,671.28,744.45,294.63,294.63,60.33,65.97,1026.24,1105.05,"Condominium (100.00%)",Multi-Family,0,1,"Direct Sales"
SK027628,Regina,"1565 Rae STREET|Regina, Saskatchewan S4T2C8",S4T2C8,"$99,900",99900,"Single Family",House,1,1,"714 sqft",,"3130 sqft",1929,"Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Paul Woldu","eXp Realty",,"$488 (CAD)",10032458,41000,41000,32800,32800,319.10,353.88,140.05,140.05,28.67,31.36,588.82,626.29,"Residential (100.00%)",Residential,3130,8,"Direct Sales"
SK024487,Regina,"845 EDGAR STREET|Regina, Saskatchewan S4N3J1",S4N3J1,"$99,900",99900,"Single Family",House,3,1,"860 sqft",,"6240 sqft",1914,"Parking Space(s) (1)",1,Freehold,"Forced air, (Natural gas)",,,"Tarun Sharma","Royal LePage Next Level",,"$982 (CAD)",10022277,65500,65500,52400,52400,509.78,565.35,223.74,223.74,45.81,50.10,981.33,1041.19,"Residential (100.00%)",Residential,6240,6,"Direct Sales"
SK022498,Regina,"12 47 Centennial STREET|Regina, Saskatchewan S4S6P8",S4S6P8,"$99,900",99900,"Single Family",Apartment,2,1,"909 sqft",,,1976,"Parking Space(s) (1)",1,Condominium/Strata,"Hot Water",,"Crawl space (Not Applicable)","Suketu Patel","Royal LePage Next Level",,"$1,026 (CAD)",10063613,86300,86300,69000,69000,671.28,744.45,294.63,294.63,60.33,65.97,1026.24,1105.05,"Condominium (100.00%)",Multi-Family,0,1,"Direct Sales"
SK013099,Regina,"408 3225 13th AVENUE|Regina, Saskatchewan S4T1P5",S4T1P5,"$99,900",99900,"Single Family",Apartment,1,1,"604 sqft",,,1911,"Surfaced (1), None, Gravel, Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water",,,"Peter Fourlas","Coldwell Banker Local Realty",,"$1,513 (CAD)",10060337,127200,127200,101700,101700,989.41,1097.26,434.25,434.25,88.92,97.23,1512.58,1628.74,"Condominium (100.00%)",Multi-Family,0,3,"Direct Sales"
SK028567,Regina,"12 35 Centennial STREET|Regina, Saskatchewan S4S6P8",S4S6P8,"$99,900",99900,"Single Family",Apartment,2,1,"907 sqft",,,1976,"Surfaced (1), None, Parking Space(s) (1)",2,Condominium/Strata,"Hot Water","Window air conditioner",,"Annette Katchan-Ripplinger","Charan Realty Group",,"$1,085 (CAD)",10063561,91300,91300,73000,73000,710.20,787.61,311.71,311.71,63.83,69.79,1085.74,1169.11,"Condominium (100.00%)",Multi-Family,0,1,"Direct Sales"
SK026326,Regina,"15 365 Angus STREET|Regina, Saskatchewan S4R3K7",S4R3K7,"$99,900",99900,"Single Family",Apartment,1,1,"661 sqft",,,1969,"Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, (Electric)","Wall unit",,"Anna Larsen","Boyes Group Realty Inc.",,"$956 (CAD)",10059675,78300,78300,62600,62600,609.02,675.40,267.30,267.30,54.73,59.85,955.73,1027.23,"Condominium (100.00%)",Multi-Family,0,7,"Direct Sales"
SK016865,Regina,"162 160 Gore PLACE|Regina, Saskatchewan S4T7S4",S4T7S4,"$99,900",99900,"Single Family",Apartment,2,1,"891 sqft",,,1980,"Surfaced (1), Other, Parking Space(s) (1)",2,Condominium/Strata,"Forced air, (Natural gas)","Wall unit",,"Jodi Thompson","Century 21 Dome Realty Inc.",,"$1,515 (CAD)",,,,,,,,,,,,,,,,,,
SK007301,Regina,"1002 Wascana STREET|Regina, Saskatchewan S4T4H7",S4T4H7,"$99,000",99000,"Single Family",House,3,1,"600 sqft",,"4068 sqft",1948,"None, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Crawl space (Not Applicable)","Alyssa Campbell","Realty Executives Diversified Realty",,"$611 (CAD)",10025179,36100,36100,28800,28800,280.18,310.72,122.97,122.97,25.18,27.53,611.34,644.23,"Residential (100.00%)",Residential,4068,8,"Direct Sales"
SK026900,Regina,"843 Argyle STREET|Regina, Saskatchewan S4T3P9",S4T3P9,"$99,000",99000,"Single Family",House,2,1,"720 sqft",,"4998 sqft",1951,"None, Parking Space(s) (3)",3,Freehold,"Forced air, (Natural gas)",,"Partial (Unfinished)","Mariel Harvey","Realtyone Real Estate Services Inc.",,"$865 (CAD)",10041022,281700,281700,225300,225300,2191.89,2430.80,962.03,962.03,196.99,215.41,3512.51,3769.84,"Residential (100.00%)",Residential,5394,3,"Direct Sales"
SK026938,Regina,"11 19 Centennial STREET|Regina, Saskatchewan S4S6P8",S4S6P8,"$95,000",95000,"Single Family",Apartment,2,1,"909 sqft",,,1974,"Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water","Window air conditioner",,"Kelly Kuntz","RE/MAX Crown Real Estate",,"$1,098 (CAD)",10063658,85800,85800,68600,68600,667.39,740.13,292.92,292.92,59.98,65.59,1020.29,1098.64,"Condominium (100.00%)",Multi-Family,0,1,"Direct Sales"
SK027168,Regina,"8 2620 5TH AVENUE N|Regina, Saskatchewan S4R5E5",S4R5E5,"$94,900",94900,"Single Family",Apartment,2,1,"913 sqft",,,1967,"Surfaced (1), Other, Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water",,Full,"Tim Otitoju","Realty Hub Brokerage",,"$988 (CAD)",10221551,91300,91300,73000,73000,710.20,787.61,311.71,311.71,63.83,69.79,1115.80,1199.17,"Condominium (100.00%)",Multi-Family,0,7,"Direct Sales"
SK025761,Regina,"1945 Wallace STREET|Regina, Saskatchewan S4N4A1",S4N4A1,"$94,875",94875,"Single Family",House,2,1,"720 sqft",,"3123 sqft",1912,"Detached Garage, Parking Space(s) (1)",1,Freehold,"Forced air, (Natural gas)",,"Crawl space (Not Applicable)","Brian Albert","Sutton Group - Results Realty",,"$904 (CAD)",10033534,76100,76100,60800,60800,591.50,655.98,259.61,259.61,53.16,58.13,1005.27,1074.72,"Residential (100.00%)",Residential,3123,6,"Direct Sales"
SK027308,Regina,"206 34 Nollet AVENUE|Regina, Saskatchewan S4T7P9",S4T7P9,"$93,000",93000,"Single Family",Apartment,1,1,"643 sqft",,0.00,1977,"Other, None, Parking Space(s) (1)",1,Condominium/Strata,"Hot Water","Wall unit",,"Ryan Bender","eXp Realty",,"$1,063 (CAD)",10059213,89400,89400,71500,71500,695.60,771.42,305.30,305.30,62.51,68.36,1063.41,1145.08,"Condominium (100.00%)",Multi-Family,0,9,"Direct Sales"
SK027369,Regina,"A 64 Nollet AVENUE|Regina, Saskatchewan S4T7P9",S4T7P9,"$90,000",90000,"Single Family","Row / Townhouse",1,1,"698 sqft",,0.00,1977,"Parking Space(s) (1)",1,Condominium/Strata,"Baseboard heaters, Hot Water","Wall unit",,"Taylor Coutts","Coldwell Banker Local Realty",,"$1,118 (CAD)",10059170,94100,94100,75200,75200,731.60,811.34,321.10,321.10,65.75,71.90,1118.45,1204.34,"Condominium (100.00%)",Multi-Family,0,9,"Direct Sales"
SK028226,Regina,"1130 Angus STREET|Regina, Saskatchewan S4T1Y5",S4T1Y5,"$89,900",89900,"Single Family",House,3,1,"756 sqft",,"3125 sqft",1912,"Parking Space(s) (1)",1,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Carolyn Haugen","Sutton Group - Results Realty",,"$405 (CAD)",10026479,25500,25500,20400,20400,198.46,220.09,87.10,87.10,17.83,19.50,404.39,427.69,"Residential (100.00%)",Residential,3125,8,"Direct Sales"
SK028253,Regina,"31 26 Shaw STREET|Regina, Saskatchewan S4R3M4",S4R3M4,"$89,000",89000,"Single Family",Apartment,2,1,"822 sqft",,,1969,"Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters","Wall unit","Partial, Crawl space (Not Applicable)","Danielle Frank","Realtyone Real Estate Services Inc.",,"$1,096 (CAD)",10059411,89700,89700,71700,71700,697.55,773.58,306.15,306.15,62.69,68.55,1095.44,1177.33,"Condominium (100.00%)",Multi-Family,0,7,"Direct Sales"
SK026058,Regina,"12 19 CENTENNIAL STREET|Regina, Saskatchewan S4S6P8",S4S6P8,"$87,000",87000,"Single Family",Apartment,2,1,"909 sqft",,,1974,"Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water","Window air conditioner",,"Kelly Kuntz","RE/MAX Crown Real Estate",,"$1,020 (CAD)",10063662,85800,85800,68600,68600,667.39,740.13,292.91,292.91,59.98,65.59,1020.28,1098.63,"Condominium (100.00%)",Multi-Family,0,1,"Direct Sales"
SK028827,Regina,"1605 Retallack STREET|Regina, Saskatchewan S4T2J6",S4T2J6,"$85,000",85000,"Single Family",House,2,1,"718 sqft",,"3120 sqft",1911,,,Freehold,"(Natural gas)",,"Full (Unfinished)","Anna Liu","RE/MAX Crown Real Estate","3 days ago",,10032390,56200,56200,44900,44900,436.82,484.43,191.72,191.72,39.25,42.93,768.79,820.08,"Residential (100.00%)",Residential,3120,8,"Direct Sales"
SK028359,Regina,"1154 Athol STREET|Regina, Saskatchewan S4T3C2",S4T3C2,"$84,900",84900,"Single Family",House,3,1,"1008 sqft",,"3130 sqft",1927,"None, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Devon Crawford","Realtyone Real Estate Services Inc.",,"$532 (CAD)",10026096,36300,36300,29000,29000,282.13,312.88,123.83,123.83,25.35,27.72,532.31,565.43,"Residential (100.00%)",Residential,3130,8,"Direct Sales"
SK028471,Regina,"4 38 Spence STREET|Regina, Saskatchewan S4S4H4",S4S4H4,"$84,900",84900,"Single Family",Apartment,1,1,"636 sqft",,,1964,"Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Hot Water",,,"Vipul (Vipulkumar) Rabari","Royal LePage Next Level",,"$1,072 (CAD)",10154636,90000,90000,72000,72000,700.47,776.82,307.44,307.44,62.95,68.84,1087.46,1169.70,"Condominium (100.00%)",Multi-Family,0,1,"Direct Sales"
SK028031,Regina,"24 15 Centennial STREET|Regina, Saskatchewan S4S6P8",S4S6P8,"$84,000",84000,"Single Family",Apartment,1,1,"771 sqft",,,1974,"Surfaced (1), None, Parking Space(s) (1)",2,Condominium/Strata,"Hot Water",,,"Kelly Kuntz","RE/MAX Crown Real Estate",,"$1,124 (CAD)",10063655,87800,87800,70200,70200,682.95,757.40,299.75,299.75,61.38,67.12,1044.08,1124.27,"Condominium (100.00%)",Multi-Family,0,1,"Direct Sales"
SK025604,Regina,"1450 Alexandra STREET|Regina, Saskatchewan S4T4N8",S4T4N8,"$79,900",79900,"Single Family",House,3,1,"760 sqft",,"3109 sqft",1924,"Parking Space(s) (1)",1,Freehold,"Forced air",,"Partial, Crawl space (Unfinished)","Sandeep Kalsia","eXp Realty",,"$844 (CAD)",10024746,62600,62600,50000,50000,486.43,539.46,213.50,213.50,43.71,47.80,844.64,901.76,"Residential (100.00%)",Residential,3109,8,"Direct Sales"
SK028662,Regina,"406 2305 Victoria AVENUE|Regina, Saskatchewan S4P0S7",S4P0S7,"$79,900",79900,"Single Family",Apartment,,1,"364 sqft",,,1929,,,Condominium/Strata,"Baseboard heaters, Hot Water",,,"Victoria Chupa","Realty Executives Diversified Realty","7 days ago","$1,114 (CAD)",10060522,93300,93300,74600,74600,725.76,804.87,318.54,318.54,65.22,71.32,1113.56,1198.77,"Condominium (100.00%)",Multi-Family,0,1,"Direct Sales"
SK028747,Regina,"1050 Wascana STREET|Regina, Saskatchewan S4T4H7",S4T4H7,"$79,900",79900,"Single Family",House,3,1,"975 sqft",,"4039 sqft",1948,"Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Crawl space","Joel Hunter","Royal LePage Next Level","6 days ago","$895 (CAD)",10025173,75300,75300,60200,60200,585.67,649.50,257.04,257.04,52.63,57.55,1077.14,1145.89,"Residential (100.00%)",Residential,4039,8,"Direct Sales"
SK026057,Regina,"34 15 CENTENNIAL STREET|Regina, Saskatchewan S4S6P8",S4S6P8,"$79,000",79000,"Single Family",Apartment,1,1,"771 sqft",,,1974,"Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water","Window air conditioner",,"Kelly Kuntz","RE/MAX Crown Real Estate",,"$1,044 (CAD)",10063656,87800,87800,70200,70200,682.95,757.40,299.74,299.74,61.38,67.12,1044.07,1124.26,"Condominium (100.00%)",Multi-Family,0,1,"Direct Sales"
SK027065,Regina,"3 1811 8th AVENUE N|Regina, Saskatchewan S4R0G5",S4R0G5,"$74,900",74900,"Single Family",Apartment,,1,"540 sqft",,,1968,"Parking Pad, Parking Space(s) (1)",1,Condominium/Strata,"Baseboard heaters, Hot Water, (Natural gas)","Wall unit",,"Rick Miron","RE/MAX Crown Real Estate",,"$692 (CAD)",10133076,82500,82500,66000,66000,642.09,712.08,281.82,281.82,57.70,63.10,1014.98,1090.37,"Condominium (100.00%)",Multi-Family,0,7,"Direct Sales"
SK025118,Regina,"1750 Ottawa STREET|Regina, Saskatchewan S4P1P2",S4P1P2,"$74,900",74900,"Single Family",House,3,2,"680 sqft",,"3119 sqft",1908,,,Freehold,"Forced air, (Natural gas)",,"Full (Finished)","Victoria Chupa","Realty Executives Diversified Realty",,"$1,170 (CAD)",10033120,89900,89900,71900,71900,699.49,775.74,307.01,307.01,62.86,68.74,1170.36,1252.49,"Residential (100.00%)",Residential,3119,6,"Direct Sales"
SK025857,Regina,"102 2125 OSLER STREET|Regina, Saskatchewan S4P4G9",S4P4G9,"$74,900",74900,"Single Family",Apartment,1,1,"571 sqft",,,1986,"Parking Pad, Parking Space(s) (1)",1,Condominium/Strata,"Baseboard heaters, Hot Water, (Natural gas)","Wall unit",,"Shirley A MacFarlane","Global Direct Realty Inc.",,"$744 (CAD)",10060918,61500,61500,49200,49200,478.65,530.82,210.08,210.08,43.01,47.04,744.06,800.26,"Condominium (100.00%)",Multi-Family,0,6,"Direct Sales"
SK023790,Regina,"14 27 Centennial STREET|Regina, Saskatchewan S4S6P8",S4S6P8,"$74,900",74900,"Single Family",Apartment,1,1,"771 sqft",,0.00,1976,"Parking Space(s) (1)",1,Condominium/Strata,"Baseboard heaters, Hot Water","Wall unit, Window air conditioner",,"Katie Ripplinger","Realty Executives Diversified Realty",,"$942 (CAD)",10063533,79300,79300,63400,63400,616.80,684.03,270.71,270.71,55.43,60.61,942.94,1015.35,"Condominium (100.00%)",Multi-Family,0,1,"Direct Sales"
SK028917,Regina,"18 2157 RAE STREET|Regina, Saskatchewan S4X3Y3",S4X3Y3,"$69,900",69900,"Single Family",Apartment,,1,"301 sqft",,,1967,"Parking Space(s) (1)",1,Condominium/Strata,"Baseboard heaters, Hot Water, (Natural gas)","Window air conditioner",,"Rob Lang","Primal Realty Inc.","3 days ago",,10133009,77200,77200,61700,61700,600.26,665.69,263.45,263.45,53.94,58.99,926.42,996.90,"Condominium (100.00%)",Multi-Family,0,3,"Direct Sales"
SK026369,Regina,"4 2620 5th AVENUE N|Regina, Saskatchewan S4R5E5",S4R5E5,"$65,000",65000,"Single Family",Apartment,1,1,"639 sqft",,,1967,"Surfaced (1), None, Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water",,,"Stacey Maduck","Century 21 Dome Realty Inc.",,"$793 (CAD)",10221547,72300,72300,57800,57800,562.32,623.61,246.80,246.80,50.53,55.26,880.70,946.72,"Condominium (100.00%)",Multi-Family,0,7,"Direct Sales"
SK028739,Regina,"1346 Rae STREET|Regina, Saskatchewan S4T2C3",S4T2C3,"$64,900",64900,"Single Family",House,3,1,"1002 sqft",,"4691 sqft",1910,"Detached Garage, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,,"Peter Woldu","eXp Realty","6 days ago","$645 (CAD)",10026710,41600,41600,33200,33200,322.99,358.20,141.76,141.76,29.02,31.74,645.27,683.20,"Residential (100.00%)",Residential,4691,8,"Direct Sales"
SK026356,Regina,"1 2620 5th AVENUE N|Regina, Saskatchewan S4R5E5",S4R5E5,"$64,000",64000,"Single Family",Apartment,1,1,"638 sqft",,,1967,"Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water",,,"Stacey Maduck","Century 21 Dome Realty Inc.",,"$835 (CAD)",10221543,91200,91200,72900,72900,709.22,786.53,311.28,311.28,63.74,69.70,1114.26,1197.53,"Condominium (100.00%)",Multi-Family,0,7,"Direct Sales"
SK026381,Regina,"5 2620 5th AVENUE N|Regina, Saskatchewan S4R5E5",S4R5E5,"$63,000",63000,"Single Family",Apartment,1,1,"637 sqft",,,1967,"Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water",,,"Stacey Maduck","Century 21 Dome Realty Inc.",,"$792 (CAD)",10221543,91200,91200,72900,72900,709.22,786.53,311.28,311.28,63.74,69.70,1114.26,1197.53,"Condominium (100.00%)",Multi-Family,0,7,"Direct Sales"
SK026367,Regina,"3 2620 5th AVENUE N|Regina, Saskatchewan S4R5E5",S4R5E5,"$57,000",57000,"Single Family",Apartment,1,1,"644 sqft",,,1967,"Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water",,,"Stacey Maduck","Century 21 Dome Realty Inc.",,"$795 (CAD)",10221546,72200,72200,57700,57700,561.34,622.53,246.37,246.37,50.45,55.16,879.09,944.99,"Condominium (100.00%)",Multi-Family,0,7,"Direct Sales"
SK028422,Regina,"1202 Garnet STREET|Regina, Saskatchewan S4T2Z4",S4T2Z4,"$56,000",56000,"Vacant Land",Unknown,,,,,"6251 sqft",,,,Freehold,,,,"Anna Garg","Realty Executives Diversified Realty",,"$502 (CAD)",10026154,23400,23400,18700,18700,181.92,201.75,79.84,79.84,16.35,17.87,480.11,501.46,"Residential (100.00%)",Residential,6251,8,Cost
SK027678,Regina,"1051 Wascana STREET|Regina, Saskatchewan S4T4H8",S4T4H8,"$55,700",55700,"Single Family",House,2,2,"836 sqft",,"4004 sqft",1921,"Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Finished)","Ben Taylor","Century 21 Dome Realty Inc.",,"$655 (CAD)",10025147,118500,118500,94800,94800,633.98,1022.81,278.26,404.79,56.97,90.64,1063.29,1612.32,"Residential (100.00%)",Residential,4004,8,"Direct Sales"
SK021653,Regina,"4307 8th AVENUE|Regina, Saskatchewan S4T0V1",S4T0V1,"$54,900",54900,"Vacant Land",Unknown,,,,,"2828 sqft",,,,Freehold,,,,"Lori Patrick","Sutton Group - Results Realty",,"$216 (CAD)",10343622,9100,9100,7200,7200,70.04,77.68,30.74,30.74,6.29,6.88,216.15,224.38,"Residential (100.00%)",Residential,2828,8,Cost
SK027695,Regina,"1218 Cameron STREET|Regina, Saskatchewan S4T2T1",S4T2T1,"$49,900",49900,"Single Family",House,3,1,"924 sqft",,"3129 sqft",1928,"Parking Space(s) (2)",2,Freehold,Other,,"Full (Unfinished)","Ajit Matharu","Homelife Crawford Realty",,"$813 (CAD)",10026210,55500,55500,44400,44400,431.95,479.04,189.58,189.58,38.82,42.45,761.35,812.07,"Residential (100.00%)",Residential,3128,8,"Direct Sales"
SK007589,Regina,"4113 Carlton STREET|Regina, Saskatchewan S4S3R8",S4S3R8,"$48,000",48000,"Vacant Land",Unknown,,,,,"11834 sqft",,,,Freehold,,,,"Julie Davidson","Royal LePage Next Level",,"$425 (CAD)",10268333,41800,41800,22900,22900,29.81,14.90,0.91,0.45,2.62,1.31,425.51,448.44,"Other Agricultural (100.00%)","Urban Holding",12489,2,Cost
SK028682,Regina,"1335 Robinson STREET|Regina, Saskatchewan S4T2N5",S4T2N5,"$42,000",42000,"Vacant Land",Unknown,,,,,"6242 sqft",,,,Freehold,,,,"Anna Garg","Realty Executives Diversified Realty","7 days ago","$502 (CAD)",10026758,23400,23400,18700,18700,181.92,201.75,79.84,79.84,16.35,17.87,480.11,501.46,"Residential (100.00%)",Residential,6242,8,Cost
SK028684,Regina,"1001 McTavish STREET|Regina, Saskatchewan S4T3V4",S4T3V4,"$39,900",39900,"Vacant Land",Unknown,,,,,"4688 sqft",,,,Freehold,,,,"Fayyaz Shah","Yourhomes Realty Inc.","7 days ago","$184 (CAD)",10024955,14400,14400,11500,11500,111.88,124.07,49.10,49.10,10.05,10.99,281.28,294.41,"Residential (100.00%)",Residential,4688,8,Cost
SK019980,Regina,"6417 Parliament AVENUE|Regina, Saskatchewan S4W0L3",S4W0L3,"$36,000",36000,"Vacant Land",Unknown,,,,,"6750 sqft",,,,Freehold,,,,"Shirley A MacFarlane","Global Direct Realty Inc.",,"$180 (CAD)",10268589,67700,67700,37200,37200,37.35,18.67,1.08,0.54,3.27,1.64,542.94,572.71,"Other Agricultural (100.00%)","Urban Holding",20231,2,Cost
SK011297,Regina,"5917 Parliament AVENUE|Regina, Saskatchewan S4W0L3",S4W0L3,"$36,000",36000,"Vacant Land",Unknown,,,,,"6750 sqft",,,,Freehold,,,,"Shirley A MacFarlane","Global Direct Realty Inc.",,"$228 (CAD)",10289641,22500,22500,12300,12300,15.87,7.93,0.47,0.24,1.39,0.69,228.36,240.76,"Other Agricultural (100.00%)","Urban Holding",6743,2,Cost
SK023559,Regina,"3952 Campbell STREET|Regina, Saskatchewan S4W0L3",S4W0L3,"$35,000",35000,"Vacant Land",Unknown,,,,,"6245 sqft",,,,Freehold,,,,"Shirley A MacFarlane","Global Direct Realty Inc.",,"$211 (CAD)",10269177,20900,20900,11400,11400,14.49,7.24,0.42,0.21,1.27,0.64,211.40,223.02,"Other Agricultural (100.00%)","Urban Holding",6245,2,Cost
SK025335,Regina,"820 Robinson STREET|Regina, Saskatchewan S4T2M3",S4T2M3,"$35,000",35000,"Vacant Land",Unknown,,,,,"6243 sqft",,,,Freehold,,,,"Abdullah Movahedzadeh","Century 21 Fusion",,"$480 (CAD)",10053232,638800,591800,511000,473400,4971.40,5107.60,2181.97,2021.40,446.81,452.63,7802.18,7783.63,"Multi-Residential (100.00%)",Multi-Family,6247,3,Income
SK011283,Regina,"4036 Garry STREET|Regina, Saskatchewan S4W0L3",S4W0L3,"$34,000",34000,"Vacant Land",Unknown,,,,,"6250 sqft",,,,Freehold,,,,"Shirley A MacFarlane","Global Direct Realty Inc.",,"$211 (CAD)",10269006,20900,20900,11400,11400,14.49,7.24,0.42,0.21,1.27,0.64,211.40,223.02,"Other Agricultural (100.00%)","Urban Holding",6244,2,Cost
SK011279,Regina,"4044 Garry STREET|Regina, Saskatchewan S4W0L3",S4W0L3,"$34,000",34000,"Vacant Land",Unknown,,,,,"6250 sqft",,,,Freehold,,,,"Shirley A MacFarlane","Global Direct Realty Inc.",,"$211 (CAD)",10295621,20900,20900,11400,11400,14.49,7.24,0.42,0.21,1.27,0.64,211.40,223.02,"Other Agricultural (100.00%)","Urban Holding",6243,2,Cost
SK015463,Regina,"3824 Ellice STREET|Regina, Saskatchewan S4W0L3",S4W0L3,"$25,000",25000,"Vacant Land",Unknown,,,,,"6250 sqft",,,,Freehold,,,,"Shirley A MacFarlane","Global Direct Realty Inc.",,"$212 (CAD)",10268711,20900,20900,11400,11400,15.36,7.68,0.51,0.26,1.35,0.67,212.44,223.54,"Other Agricultural (100.00%)","Urban Holding",6251,2,Cost
